id,filename,stem,path,dataset,embedding_dim
2024,058540_v0.pt,058540,../data/augmented_spectrograms/train/058540_v0.pt,train,256
2025,058541_v0.pt,058541,../data/augmented_spectrograms/train/058541_v0.pt,train,256
2026,058542_v0.pt,058542,../data/augmented_spectrograms/train/058542_v0.pt,train,256
2027,058543_v0.pt,058543,../data/augmented_spectrograms/train/058543_v0.pt,train,256
2028,059078_v0.pt,059078,../data/augmented_spectrograms/train/059078_v0.pt,train,256
2029,059373_v0.pt,059373,../data/augmented_spectrograms/train/059373_v0.pt,train,256
2030,059374_v0.pt,059374,../data/augmented_spectrograms/train/059374_v0.pt,train,256
2031,059443_v0.pt,059443,../data/augmented_spectrograms/train/059443_v0.pt,train,256
2032,059445_v0.pt,059445,../data/augmented_spectrograms/train/059445_v0.pt,train,256
2033,059446_v0.pt,059446,../data/augmented_spectrograms/train/059446_v0.pt,train,256
2034,059448_v0.pt,059448,../data/augmented_spectrograms/train/059448_v0.pt,train,256
2035,059451_v0.pt,059451,../data/augmented_spectrograms/train/059451_v0.pt,train,256
2036,059454_v0.pt,059454,../data/augmented_spectrograms/train/059454_v0.pt,train,256
2037,059561_v0.pt,059561,../data/augmented_spectrograms/train/059561_v0.pt,train,256
2038,059562_v0.pt,059562,../data/augmented_spectrograms/train/059562_v0.pt,train,256
2039,059581_v0.pt,059581,../data/augmented_spectrograms/train/059581_v0.pt,train,256
2040,059653_v0.pt,059653,../data/augmented_spectrograms/train/059653_v0.pt,train,256
2041,059656_v0.pt,059656,../data/augmented_spectrograms/train/059656_v0.pt,train,256
2042,059658_v0.pt,059658,../data/augmented_spectrograms/train/059658_v0.pt,train,256
2043,059660_v0.pt,059660,../data/augmented_spectrograms/train/059660_v0.pt,train,256
2044,059664_v0.pt,059664,../data/augmented_spectrograms/train/059664_v0.pt,train,256
2045,059666_v0.pt,059666,../data/augmented_spectrograms/train/059666_v0.pt,train,256
2046,059667_v0.pt,059667,../data/augmented_spectrograms/train/059667_v0.pt,train,256
2047,059669_v0.pt,059669,../data/augmented_spectrograms/train/059669_v0.pt,train,256
2048,059671_v0.pt,059671,../data/augmented_spectrograms/train/059671_v0.pt,train,256
2049,059673_v0.pt,059673,../data/augmented_spectrograms/train/059673_v0.pt,train,256
2050,059675_v0.pt,059675,../data/augmented_spectrograms/train/059675_v0.pt,train,256
2051,059676_v0.pt,059676,../data/augmented_spectrograms/train/059676_v0.pt,train,256
2052,059677_v0.pt,059677,../data/augmented_spectrograms/train/059677_v0.pt,train,256
2053,059679_v0.pt,059679,../data/augmented_spectrograms/train/059679_v0.pt,train,256
2054,059680_v0.pt,059680,../data/augmented_spectrograms/train/059680_v0.pt,train,256
2055,059682_v0.pt,059682,../data/augmented_spectrograms/train/059682_v0.pt,train,256
2056,059683_v0.pt,059683,../data/augmented_spectrograms/train/059683_v0.pt,train,256
2057,059684_v0.pt,059684,../data/augmented_spectrograms/train/059684_v0.pt,train,256
2058,059685_v0.pt,059685,../data/augmented_spectrograms/train/059685_v0.pt,train,256
2059,059686_v0.pt,059686,../data/augmented_spectrograms/train/059686_v0.pt,train,256
2060,059687_v0.pt,059687,../data/augmented_spectrograms/train/059687_v0.pt,train,256
2061,059688_v0.pt,059688,../data/augmented_spectrograms/train/059688_v0.pt,train,256
2062,059702_v0.pt,059702,../data/augmented_spectrograms/train/059702_v0.pt,train,256
2063,059706_v0.pt,059706,../data/augmented_spectrograms/train/059706_v0.pt,train,256
2064,059707_v0.pt,059707,../data/augmented_spectrograms/train/059707_v0.pt,train,256
2065,059708_v0.pt,059708,../data/augmented_spectrograms/train/059708_v0.pt,train,256
2066,059709_v0.pt,059709,../data/augmented_spectrograms/train/059709_v0.pt,train,256
2067,059710_v0.pt,059710,../data/augmented_spectrograms/train/059710_v0.pt,train,256
2068,059711_v0.pt,059711,../data/augmented_spectrograms/train/059711_v0.pt,train,256
2069,059718_v0.pt,059718,../data/augmented_spectrograms/train/059718_v0.pt,train,256
2070,059720_v0.pt,059720,../data/augmented_spectrograms/train/059720_v0.pt,train,256
2071,059723_v0.pt,059723,../data/augmented_spectrograms/train/059723_v0.pt,train,256
2072,059724_v0.pt,059724,../data/augmented_spectrograms/train/059724_v0.pt,train,256
2073,059725_v0.pt,059725,../data/augmented_spectrograms/train/059725_v0.pt,train,256
2074,059727_v0.pt,059727,../data/augmented_spectrograms/train/059727_v0.pt,train,256
2075,059823_v0.pt,059823,../data/augmented_spectrograms/train/059823_v0.pt,train,256
2076,060037_v0.pt,060037,../data/augmented_spectrograms/train/060037_v0.pt,train,256
2077,060041_v0.pt,060041,../data/augmented_spectrograms/train/060041_v0.pt,train,256
2078,060042_v0.pt,060042,../data/augmented_spectrograms/train/060042_v0.pt,train,256
2079,060045_v0.pt,060045,../data/augmented_spectrograms/train/060045_v0.pt,train,256
2080,060048_v0.pt,060048,../data/augmented_spectrograms/train/060048_v0.pt,train,256
2081,060074_v0.pt,060074,../data/augmented_spectrograms/train/060074_v0.pt,train,256
2082,060143_v0.pt,060143,../data/augmented_spectrograms/train/060143_v0.pt,train,256
2083,060144_v0.pt,060144,../data/augmented_spectrograms/train/060144_v0.pt,train,256
2084,060146_v0.pt,060146,../data/augmented_spectrograms/train/060146_v0.pt,train,256
2085,060170_v0.pt,060170,../data/augmented_spectrograms/train/060170_v0.pt,train,256
2086,060317_v0.pt,060317,../data/augmented_spectrograms/train/060317_v0.pt,train,256
2087,060331_v0.pt,060331,../data/augmented_spectrograms/train/060331_v0.pt,train,256
2088,060474_v0.pt,060474,../data/augmented_spectrograms/train/060474_v0.pt,train,256
2089,060477_v0.pt,060477,../data/augmented_spectrograms/train/060477_v0.pt,train,256
2090,060478_v0.pt,060478,../data/augmented_spectrograms/train/060478_v0.pt,train,256
2091,060510_v0.pt,060510,../data/augmented_spectrograms/train/060510_v0.pt,train,256
2092,060533_v0.pt,060533,../data/augmented_spectrograms/train/060533_v0.pt,train,256
2093,060534_v0.pt,060534,../data/augmented_spectrograms/train/060534_v0.pt,train,256
2094,060535_v0.pt,060535,../data/augmented_spectrograms/train/060535_v0.pt,train,256
2095,060537_v0.pt,060537,../data/augmented_spectrograms/train/060537_v0.pt,train,256
2096,060547_v0.pt,060547,../data/augmented_spectrograms/train/060547_v0.pt,train,256
2097,060548_v0.pt,060548,../data/augmented_spectrograms/train/060548_v0.pt,train,256
2098,060549_v0.pt,060549,../data/augmented_spectrograms/train/060549_v0.pt,train,256
2099,060736_v0.pt,060736,../data/augmented_spectrograms/train/060736_v0.pt,train,256
2100,060754_v0.pt,060754,../data/augmented_spectrograms/train/060754_v0.pt,train,256
2101,060755_v0.pt,060755,../data/augmented_spectrograms/train/060755_v0.pt,train,256
2102,060756_v0.pt,060756,../data/augmented_spectrograms/train/060756_v0.pt,train,256
2103,060757_v0.pt,060757,../data/augmented_spectrograms/train/060757_v0.pt,train,256
2104,060758_v0.pt,060758,../data/augmented_spectrograms/train/060758_v0.pt,train,256
2105,060775_v0.pt,060775,../data/augmented_spectrograms/train/060775_v0.pt,train,256
2106,060777_v0.pt,060777,../data/augmented_spectrograms/train/060777_v0.pt,train,256
2107,060857_v0.pt,060857,../data/augmented_spectrograms/train/060857_v0.pt,train,256
2108,060864_v0.pt,060864,../data/augmented_spectrograms/train/060864_v0.pt,train,256
2109,060871_v0.pt,060871,../data/augmented_spectrograms/train/060871_v0.pt,train,256
2110,060994_v0.pt,060994,../data/augmented_spectrograms/train/060994_v0.pt,train,256
2111,061006_v0.pt,061006,../data/augmented_spectrograms/train/061006_v0.pt,train,256
2112,061007_v0.pt,061007,../data/augmented_spectrograms/train/061007_v0.pt,train,256
2113,061008_v0.pt,061008,../data/augmented_spectrograms/train/061008_v0.pt,train,256
2114,061010_v0.pt,061010,../data/augmented_spectrograms/train/061010_v0.pt,train,256
2115,061012_v0.pt,061012,../data/augmented_spectrograms/train/061012_v0.pt,train,256
2116,061159_v0.pt,061159,../data/augmented_spectrograms/train/061159_v0.pt,train,256
2117,061160_v0.pt,061160,../data/augmented_spectrograms/train/061160_v0.pt,train,256
2118,061161_v0.pt,061161,../data/augmented_spectrograms/train/061161_v0.pt,train,256
2119,061172_v0.pt,061172,../data/augmented_spectrograms/train/061172_v0.pt,train,256
2120,061175_v0.pt,061175,../data/augmented_spectrograms/train/061175_v0.pt,train,256
2121,061453_v0.pt,061453,../data/augmented_spectrograms/train/061453_v0.pt,train,256
2122,061491_v0.pt,061491,../data/augmented_spectrograms/train/061491_v0.pt,train,256
2123,061493_v0.pt,061493,../data/augmented_spectrograms/train/061493_v0.pt,train,256
2124,061587_v0.pt,061587,../data/augmented_spectrograms/train/061587_v0.pt,train,256
2125,061589_v0.pt,061589,../data/augmented_spectrograms/train/061589_v0.pt,train,256
2126,061591_v0.pt,061591,../data/augmented_spectrograms/train/061591_v0.pt,train,256
2127,061670_v0.pt,061670,../data/augmented_spectrograms/train/061670_v0.pt,train,256
2128,061679_v0.pt,061679,../data/augmented_spectrograms/train/061679_v0.pt,train,256
2129,061734_v0.pt,061734,../data/augmented_spectrograms/train/061734_v0.pt,train,256
2130,061736_v0.pt,061736,../data/augmented_spectrograms/train/061736_v0.pt,train,256
2131,061742_v0.pt,061742,../data/augmented_spectrograms/train/061742_v0.pt,train,256
2132,061814_v0.pt,061814,../data/augmented_spectrograms/train/061814_v0.pt,train,256
2133,061820_v0.pt,061820,../data/augmented_spectrograms/train/061820_v0.pt,train,256
2134,061821_v0.pt,061821,../data/augmented_spectrograms/train/061821_v0.pt,train,256
2135,061884_v0.pt,061884,../data/augmented_spectrograms/train/061884_v0.pt,train,256
2136,062001_v0.pt,062001,../data/augmented_spectrograms/train/062001_v0.pt,train,256
2137,062003_v0.pt,062003,../data/augmented_spectrograms/train/062003_v0.pt,train,256
2138,062007_v0.pt,062007,../data/augmented_spectrograms/train/062007_v0.pt,train,256
2139,062163_v0.pt,062163,../data/augmented_spectrograms/train/062163_v0.pt,train,256
2140,062164_v0.pt,062164,../data/augmented_spectrograms/train/062164_v0.pt,train,256
2141,062165_v0.pt,062165,../data/augmented_spectrograms/train/062165_v0.pt,train,256
2142,062180_v0.pt,062180,../data/augmented_spectrograms/train/062180_v0.pt,train,256
2143,062183_v0.pt,062183,../data/augmented_spectrograms/train/062183_v0.pt,train,256
2144,062184_v0.pt,062184,../data/augmented_spectrograms/train/062184_v0.pt,train,256
2145,062185_v0.pt,062185,../data/augmented_spectrograms/train/062185_v0.pt,train,256
2146,062186_v0.pt,062186,../data/augmented_spectrograms/train/062186_v0.pt,train,256
2147,062190_v0.pt,062190,../data/augmented_spectrograms/train/062190_v0.pt,train,256
2148,062191_v0.pt,062191,../data/augmented_spectrograms/train/062191_v0.pt,train,256
2149,062192_v0.pt,062192,../data/augmented_spectrograms/train/062192_v0.pt,train,256
2150,062193_v0.pt,062193,../data/augmented_spectrograms/train/062193_v0.pt,train,256
2151,062194_v0.pt,062194,../data/augmented_spectrograms/train/062194_v0.pt,train,256
2152,062195_v0.pt,062195,../data/augmented_spectrograms/train/062195_v0.pt,train,256
2153,062196_v0.pt,062196,../data/augmented_spectrograms/train/062196_v0.pt,train,256
2154,062426_v0.pt,062426,../data/augmented_spectrograms/train/062426_v0.pt,train,256
2155,062448_v0.pt,062448,../data/augmented_spectrograms/train/062448_v0.pt,train,256
2156,062449_v0.pt,062449,../data/augmented_spectrograms/train/062449_v0.pt,train,256
2157,062452_v0.pt,062452,../data/augmented_spectrograms/train/062452_v0.pt,train,256
2158,062458_v0.pt,062458,../data/augmented_spectrograms/train/062458_v0.pt,train,256
2159,062526_v0.pt,062526,../data/augmented_spectrograms/train/062526_v0.pt,train,256
2160,062527_v0.pt,062527,../data/augmented_spectrograms/train/062527_v0.pt,train,256
2161,062528_v0.pt,062528,../data/augmented_spectrograms/train/062528_v0.pt,train,256
2162,062529_v0.pt,062529,../data/augmented_spectrograms/train/062529_v0.pt,train,256
2163,062531_v0.pt,062531,../data/augmented_spectrograms/train/062531_v0.pt,train,256
2164,062532_v0.pt,062532,../data/augmented_spectrograms/train/062532_v0.pt,train,256
2165,062533_v0.pt,062533,../data/augmented_spectrograms/train/062533_v0.pt,train,256
2166,062534_v0.pt,062534,../data/augmented_spectrograms/train/062534_v0.pt,train,256
2167,062586_v0.pt,062586,../data/augmented_spectrograms/train/062586_v0.pt,train,256
2168,062589_v0.pt,062589,../data/augmented_spectrograms/train/062589_v0.pt,train,256
2169,062592_v0.pt,062592,../data/augmented_spectrograms/train/062592_v0.pt,train,256
2170,062594_v0.pt,062594,../data/augmented_spectrograms/train/062594_v0.pt,train,256
2171,062595_v0.pt,062595,../data/augmented_spectrograms/train/062595_v0.pt,train,256
2172,062655_v0.pt,062655,../data/augmented_spectrograms/train/062655_v0.pt,train,256
2173,062742_v0.pt,062742,../data/augmented_spectrograms/train/062742_v0.pt,train,256
2174,062748_v0.pt,062748,../data/augmented_spectrograms/train/062748_v0.pt,train,256
2175,062750_v0.pt,062750,../data/augmented_spectrograms/train/062750_v0.pt,train,256
2176,062751_v0.pt,062751,../data/augmented_spectrograms/train/062751_v0.pt,train,256
2177,063043_v0.pt,063043,../data/augmented_spectrograms/train/063043_v0.pt,train,256
2178,063045_v0.pt,063045,../data/augmented_spectrograms/train/063045_v0.pt,train,256
2179,063065_v0.pt,063065,../data/augmented_spectrograms/train/063065_v0.pt,train,256
2180,063117_v0.pt,063117,../data/augmented_spectrograms/train/063117_v0.pt,train,256
2181,063149_v0.pt,063149,../data/augmented_spectrograms/train/063149_v0.pt,train,256
2182,063159_v0.pt,063159,../data/augmented_spectrograms/train/063159_v0.pt,train,256
2183,063161_v0.pt,063161,../data/augmented_spectrograms/train/063161_v0.pt,train,256
2184,063191_v0.pt,063191,../data/augmented_spectrograms/train/063191_v0.pt,train,256
2185,063208_v0.pt,063208,../data/augmented_spectrograms/train/063208_v0.pt,train,256
2186,063224_v0.pt,063224,../data/augmented_spectrograms/train/063224_v0.pt,train,256
2187,063251_v0.pt,063251,../data/augmented_spectrograms/train/063251_v0.pt,train,256
2188,063253_v0.pt,063253,../data/augmented_spectrograms/train/063253_v0.pt,train,256
2189,063255_v0.pt,063255,../data/augmented_spectrograms/train/063255_v0.pt,train,256
2190,063257_v0.pt,063257,../data/augmented_spectrograms/train/063257_v0.pt,train,256
2191,063258_v0.pt,063258,../data/augmented_spectrograms/train/063258_v0.pt,train,256
2192,063287_v0.pt,063287,../data/augmented_spectrograms/train/063287_v0.pt,train,256
2193,063292_v0.pt,063292,../data/augmented_spectrograms/train/063292_v0.pt,train,256
2194,063456_v0.pt,063456,../data/augmented_spectrograms/train/063456_v0.pt,train,256
2195,063457_v0.pt,063457,../data/augmented_spectrograms/train/063457_v0.pt,train,256
2196,063470_v0.pt,063470,../data/augmented_spectrograms/train/063470_v0.pt,train,256
2197,063471_v0.pt,063471,../data/augmented_spectrograms/train/063471_v0.pt,train,256
2198,063472_v0.pt,063472,../data/augmented_spectrograms/train/063472_v0.pt,train,256
2199,063626_v0.pt,063626,../data/augmented_spectrograms/train/063626_v0.pt,train,256
2200,063655_v0.pt,063655,../data/augmented_spectrograms/train/063655_v0.pt,train,256
2201,063733_v0.pt,063733,../data/augmented_spectrograms/train/063733_v0.pt,train,256
2202,063747_v0.pt,063747,../data/augmented_spectrograms/train/063747_v0.pt,train,256
2203,063755_v0.pt,063755,../data/augmented_spectrograms/train/063755_v0.pt,train,256
2204,063757_v0.pt,063757,../data/augmented_spectrograms/train/063757_v0.pt,train,256
2205,063770_v0.pt,063770,../data/augmented_spectrograms/train/063770_v0.pt,train,256
2206,063789_v0.pt,063789,../data/augmented_spectrograms/train/063789_v0.pt,train,256
2207,063803_v0.pt,063803,../data/augmented_spectrograms/train/063803_v0.pt,train,256
2208,063804_v0.pt,063804,../data/augmented_spectrograms/train/063804_v0.pt,train,256
2209,063805_v0.pt,063805,../data/augmented_spectrograms/train/063805_v0.pt,train,256
2210,063874_v0.pt,063874,../data/augmented_spectrograms/train/063874_v0.pt,train,256
2211,063900_v0.pt,063900,../data/augmented_spectrograms/train/063900_v0.pt,train,256
2212,063908_v0.pt,063908,../data/augmented_spectrograms/train/063908_v0.pt,train,256
2213,063922_v0.pt,063922,../data/augmented_spectrograms/train/063922_v0.pt,train,256
2214,063936_v0.pt,063936,../data/augmented_spectrograms/train/063936_v0.pt,train,256
2215,063999_v0.pt,063999,../data/augmented_spectrograms/train/063999_v0.pt,train,256
2216,064005_v0.pt,064005,../data/augmented_spectrograms/train/064005_v0.pt,train,256
2217,064006_v0.pt,064006,../data/augmented_spectrograms/train/064006_v0.pt,train,256
2218,064007_v0.pt,064007,../data/augmented_spectrograms/train/064007_v0.pt,train,256
2219,064008_v0.pt,064008,../data/augmented_spectrograms/train/064008_v0.pt,train,256
2220,064009_v0.pt,064009,../data/augmented_spectrograms/train/064009_v0.pt,train,256
2221,064091_v0.pt,064091,../data/augmented_spectrograms/train/064091_v0.pt,train,256
2222,064093_v0.pt,064093,../data/augmented_spectrograms/train/064093_v0.pt,train,256
2223,064247_v0.pt,064247,../data/augmented_spectrograms/train/064247_v0.pt,train,256
2224,064249_v0.pt,064249,../data/augmented_spectrograms/train/064249_v0.pt,train,256
2225,064252_v0.pt,064252,../data/augmented_spectrograms/train/064252_v0.pt,train,256
2226,064253_v0.pt,064253,../data/augmented_spectrograms/train/064253_v0.pt,train,256
2227,064332_v0.pt,064332,../data/augmented_spectrograms/train/064332_v0.pt,train,256
2228,064334_v0.pt,064334,../data/augmented_spectrograms/train/064334_v0.pt,train,256
2229,064364_v0.pt,064364,../data/augmented_spectrograms/train/064364_v0.pt,train,256
2230,064366_v0.pt,064366,../data/augmented_spectrograms/train/064366_v0.pt,train,256
2231,064407_v0.pt,064407,../data/augmented_spectrograms/train/064407_v0.pt,train,256
2232,064408_v0.pt,064408,../data/augmented_spectrograms/train/064408_v0.pt,train,256
2233,064409_v0.pt,064409,../data/augmented_spectrograms/train/064409_v0.pt,train,256
2234,064410_v0.pt,064410,../data/augmented_spectrograms/train/064410_v0.pt,train,256
2235,064516_v0.pt,064516,../data/augmented_spectrograms/train/064516_v0.pt,train,256
2236,064517_v0.pt,064517,../data/augmented_spectrograms/train/064517_v0.pt,train,256
2237,064519_v0.pt,064519,../data/augmented_spectrograms/train/064519_v0.pt,train,256
2238,064520_v0.pt,064520,../data/augmented_spectrograms/train/064520_v0.pt,train,256
2239,064521_v0.pt,064521,../data/augmented_spectrograms/train/064521_v0.pt,train,256
2240,064522_v0.pt,064522,../data/augmented_spectrograms/train/064522_v0.pt,train,256
2241,064523_v0.pt,064523,../data/augmented_spectrograms/train/064523_v0.pt,train,256
2242,064535_v0.pt,064535,../data/augmented_spectrograms/train/064535_v0.pt,train,256
2243,064537_v0.pt,064537,../data/augmented_spectrograms/train/064537_v0.pt,train,256
2244,064538_v0.pt,064538,../data/augmented_spectrograms/train/064538_v0.pt,train,256
2245,064553_v0.pt,064553,../data/augmented_spectrograms/train/064553_v0.pt,train,256
2246,064556_v0.pt,064556,../data/augmented_spectrograms/train/064556_v0.pt,train,256
2247,064567_v0.pt,064567,../data/augmented_spectrograms/train/064567_v0.pt,train,256
2248,064590_v0.pt,064590,../data/augmented_spectrograms/train/064590_v0.pt,train,256
2249,064591_v0.pt,064591,../data/augmented_spectrograms/train/064591_v0.pt,train,256
2250,064592_v0.pt,064592,../data/augmented_spectrograms/train/064592_v0.pt,train,256
2251,064594_v0.pt,064594,../data/augmented_spectrograms/train/064594_v0.pt,train,256
2252,064601_v0.pt,064601,../data/augmented_spectrograms/train/064601_v0.pt,train,256
2253,064604_v0.pt,064604,../data/augmented_spectrograms/train/064604_v0.pt,train,256
2254,064618_v0.pt,064618,../data/augmented_spectrograms/train/064618_v0.pt,train,256
2255,064625_v0.pt,064625,../data/augmented_spectrograms/train/064625_v0.pt,train,256
2256,064626_v0.pt,064626,../data/augmented_spectrograms/train/064626_v0.pt,train,256
2257,064627_v0.pt,064627,../data/augmented_spectrograms/train/064627_v0.pt,train,256
2258,064628_v0.pt,064628,../data/augmented_spectrograms/train/064628_v0.pt,train,256
2259,064629_v0.pt,064629,../data/augmented_spectrograms/train/064629_v0.pt,train,256
2260,064630_v0.pt,064630,../data/augmented_spectrograms/train/064630_v0.pt,train,256
2261,064631_v0.pt,064631,../data/augmented_spectrograms/train/064631_v0.pt,train,256
2262,064659_v0.pt,064659,../data/augmented_spectrograms/train/064659_v0.pt,train,256
2263,064787_v0.pt,064787,../data/augmented_spectrograms/train/064787_v0.pt,train,256
2264,064788_v0.pt,064788,../data/augmented_spectrograms/train/064788_v0.pt,train,256
2265,064789_v0.pt,064789,../data/augmented_spectrograms/train/064789_v0.pt,train,256
2266,064796_v0.pt,064796,../data/augmented_spectrograms/train/064796_v0.pt,train,256
2267,064809_v0.pt,064809,../data/augmented_spectrograms/train/064809_v0.pt,train,256
2268,064834_v0.pt,064834,../data/augmented_spectrograms/train/064834_v0.pt,train,256
2269,064854_v0.pt,064854,../data/augmented_spectrograms/train/064854_v0.pt,train,256
2270,064855_v0.pt,064855,../data/augmented_spectrograms/train/064855_v0.pt,train,256
2271,064856_v0.pt,064856,../data/augmented_spectrograms/train/064856_v0.pt,train,256
2272,064857_v0.pt,064857,../data/augmented_spectrograms/train/064857_v0.pt,train,256
2273,064858_v0.pt,064858,../data/augmented_spectrograms/train/064858_v0.pt,train,256
2274,064859_v0.pt,064859,../data/augmented_spectrograms/train/064859_v0.pt,train,256
2275,064860_v0.pt,064860,../data/augmented_spectrograms/train/064860_v0.pt,train,256
2276,064861_v0.pt,064861,../data/augmented_spectrograms/train/064861_v0.pt,train,256
2277,064862_v0.pt,064862,../data/augmented_spectrograms/train/064862_v0.pt,train,256
2278,064863_v0.pt,064863,../data/augmented_spectrograms/train/064863_v0.pt,train,256
2279,064864_v0.pt,064864,../data/augmented_spectrograms/train/064864_v0.pt,train,256
2280,064865_v0.pt,064865,../data/augmented_spectrograms/train/064865_v0.pt,train,256
2281,064893_v0.pt,064893,../data/augmented_spectrograms/train/064893_v0.pt,train,256
2282,064895_v0.pt,064895,../data/augmented_spectrograms/train/064895_v0.pt,train,256
2283,064896_v0.pt,064896,../data/augmented_spectrograms/train/064896_v0.pt,train,256
2284,064918_v0.pt,064918,../data/augmented_spectrograms/train/064918_v0.pt,train,256
2285,064919_v0.pt,064919,../data/augmented_spectrograms/train/064919_v0.pt,train,256
2286,064989_v0.pt,064989,../data/augmented_spectrograms/train/064989_v0.pt,train,256
2287,064990_v0.pt,064990,../data/augmented_spectrograms/train/064990_v0.pt,train,256
2288,064991_v0.pt,064991,../data/augmented_spectrograms/train/064991_v0.pt,train,256
2289,064992_v0.pt,064992,../data/augmented_spectrograms/train/064992_v0.pt,train,256
2290,064993_v0.pt,064993,../data/augmented_spectrograms/train/064993_v0.pt,train,256
2291,065037_v0.pt,065037,../data/augmented_spectrograms/train/065037_v0.pt,train,256
2292,065038_v0.pt,065038,../data/augmented_spectrograms/train/065038_v0.pt,train,256
2293,065039_v0.pt,065039,../data/augmented_spectrograms/train/065039_v0.pt,train,256
2294,065063_v0.pt,065063,../data/augmented_spectrograms/train/065063_v0.pt,train,256
2295,065064_v0.pt,065064,../data/augmented_spectrograms/train/065064_v0.pt,train,256
2296,065073_v0.pt,065073,../data/augmented_spectrograms/train/065073_v0.pt,train,256
2297,065077_v0.pt,065077,../data/augmented_spectrograms/train/065077_v0.pt,train,256
2298,065090_v0.pt,065090,../data/augmented_spectrograms/train/065090_v0.pt,train,256
2299,065234_v0.pt,065234,../data/augmented_spectrograms/train/065234_v0.pt,train,256
2300,065265_v0.pt,065265,../data/augmented_spectrograms/train/065265_v0.pt,train,256
2301,065488_v0.pt,065488,../data/augmented_spectrograms/train/065488_v0.pt,train,256
2302,065619_v0.pt,065619,../data/augmented_spectrograms/train/065619_v0.pt,train,256
2303,065683_v0.pt,065683,../data/augmented_spectrograms/train/065683_v0.pt,train,256
2304,065745_v0.pt,065745,../data/augmented_spectrograms/train/065745_v0.pt,train,256
2305,065752_v0.pt,065752,../data/augmented_spectrograms/train/065752_v0.pt,train,256
2306,065755_v0.pt,065755,../data/augmented_spectrograms/train/065755_v0.pt,train,256
2307,065777_v0.pt,065777,../data/augmented_spectrograms/train/065777_v0.pt,train,256
2308,065779_v0.pt,065779,../data/augmented_spectrograms/train/065779_v0.pt,train,256
2309,065780_v0.pt,065780,../data/augmented_spectrograms/train/065780_v0.pt,train,256
2310,065893_v0.pt,065893,../data/augmented_spectrograms/train/065893_v0.pt,train,256
2311,066058_v0.pt,066058,../data/augmented_spectrograms/train/066058_v0.pt,train,256
2312,066073_v0.pt,066073,../data/augmented_spectrograms/train/066073_v0.pt,train,256
2313,066074_v0.pt,066074,../data/augmented_spectrograms/train/066074_v0.pt,train,256
2314,066075_v0.pt,066075,../data/augmented_spectrograms/train/066075_v0.pt,train,256
2315,066076_v0.pt,066076,../data/augmented_spectrograms/train/066076_v0.pt,train,256
2316,066180_v0.pt,066180,../data/augmented_spectrograms/train/066180_v0.pt,train,256
2317,066187_v0.pt,066187,../data/augmented_spectrograms/train/066187_v0.pt,train,256
2318,066390_v0.pt,066390,../data/augmented_spectrograms/train/066390_v0.pt,train,256
2319,066482_v0.pt,066482,../data/augmented_spectrograms/train/066482_v0.pt,train,256
2320,066525_v0.pt,066525,../data/augmented_spectrograms/train/066525_v0.pt,train,256
2321,066534_v0.pt,066534,../data/augmented_spectrograms/train/066534_v0.pt,train,256
2322,066535_v0.pt,066535,../data/augmented_spectrograms/train/066535_v0.pt,train,256
2323,066536_v0.pt,066536,../data/augmented_spectrograms/train/066536_v0.pt,train,256
2324,066537_v0.pt,066537,../data/augmented_spectrograms/train/066537_v0.pt,train,256
2325,066538_v0.pt,066538,../data/augmented_spectrograms/train/066538_v0.pt,train,256
2326,066636_v0.pt,066636,../data/augmented_spectrograms/train/066636_v0.pt,train,256
2327,066637_v0.pt,066637,../data/augmented_spectrograms/train/066637_v0.pt,train,256
2328,066641_v0.pt,066641,../data/augmented_spectrograms/train/066641_v0.pt,train,256
2329,066644_v0.pt,066644,../data/augmented_spectrograms/train/066644_v0.pt,train,256
2330,066646_v0.pt,066646,../data/augmented_spectrograms/train/066646_v0.pt,train,256
2331,066648_v0.pt,066648,../data/augmented_spectrograms/train/066648_v0.pt,train,256
2332,066649_v0.pt,066649,../data/augmented_spectrograms/train/066649_v0.pt,train,256
2333,066650_v0.pt,066650,../data/augmented_spectrograms/train/066650_v0.pt,train,256
2334,066689_v0.pt,066689,../data/augmented_spectrograms/train/066689_v0.pt,train,256
2335,066717_v0.pt,066717,../data/augmented_spectrograms/train/066717_v0.pt,train,256
2336,066757_v0.pt,066757,../data/augmented_spectrograms/train/066757_v0.pt,train,256
2337,066782_v0.pt,066782,../data/augmented_spectrograms/train/066782_v0.pt,train,256
2338,066783_v0.pt,066783,../data/augmented_spectrograms/train/066783_v0.pt,train,256
2339,067010_v0.pt,067010,../data/augmented_spectrograms/train/067010_v0.pt,train,256
2340,067011_v0.pt,067011,../data/augmented_spectrograms/train/067011_v0.pt,train,256
2341,067016_v0.pt,067016,../data/augmented_spectrograms/train/067016_v0.pt,train,256
2342,067017_v0.pt,067017,../data/augmented_spectrograms/train/067017_v0.pt,train,256
2343,067121_v0.pt,067121,../data/augmented_spectrograms/train/067121_v0.pt,train,256
2344,067163_v0.pt,067163,../data/augmented_spectrograms/train/067163_v0.pt,train,256
2345,067232_v0.pt,067232,../data/augmented_spectrograms/train/067232_v0.pt,train,256
2346,067233_v0.pt,067233,../data/augmented_spectrograms/train/067233_v0.pt,train,256
2347,067235_v0.pt,067235,../data/augmented_spectrograms/train/067235_v0.pt,train,256
2348,067237_v0.pt,067237,../data/augmented_spectrograms/train/067237_v0.pt,train,256
